,[OVERALL] RunTime(ms),[OVERALL] Throughput(ops/sec),[READ] Operations,[READ] AverageLatency(us),[READ] MinLatency(us),[READ] MaxLatency(us),[READ] 95thPercentileLatency(us),[READ] 99thPercentileLatency(us),[READ] Return=OK,[CLEANUP] Operations,[CLEANUP] AverageLatency(us),[CLEANUP] MinLatency(us),[CLEANUP] MaxLatency(us),[CLEANUP] 95thPercentileLatency(us),[CLEANUP] 99thPercentileLatency(us),[UPDATE] Operations,[UPDATE] AverageLatency(us),[UPDATE] MinLatency(us),[UPDATE] MaxLatency(us),[UPDATE] 95thPercentileLatency(us),[UPDATE] 99thPercentileLatency(us),[UPDATE] Return=OK
0,5703.0,876.7315448009821,2448.0,843.3962418300653,179.0,127295.0,2421.0,6623.0,2448.0,2.0,733.0,6.0,1460.0,1460.0,1460.0,2552.0,869.8636363636364,192.0,126527.0,2461.0,6231.0,2552.0
0,6336.0,789.1414141414142,2481.0,1093.427650141072,85.0,29407.0,4779.0,13567.0,2481.0,2.0,1.0,0.0,2.0,2.0,2.0,2519.0,1093.9043271139344,94.0,40799.0,4891.0,11599.0,2519.0
